,votes_dem_2016,votes_gop_2016,total_votes_2016,state_abbr
1952,1445,3865,5855,NM
1953,27405,25748,60597,NM
1954,12826,27879,45476,NM
1955,7249,2302,10662,NM
1956,49956,14198,70082,NM
1957,1600,2998,5129,NM
1958,3275,2592,6756,NM
1959,10550,2706,15072,NM
1960,1770,3695,6250,NM
1961,318,1214,1688,NM
1962,10810,13175,27350,NM
1963,9610,13125,25016,NV
1964,2210,7828,10936,NV
1965,401068,319571,765421,NV
1966,8453,17406,27871,NV
1967,3400,13542,18545,NV
1968,65,329,423,NV
1969,74,723,854,NV
1970,1386,4521,6433,NV
1971,403,1828,2413,NV
1972,285,1671,2132,NV
1973,6146,16005,23762,NV
1974,637,1179,1997,NV
1975,5095,13320,19592,NV
1976,430,1403,1982,NV
1977,752,1616,2558,NV
1978,97032,94529,209282,NV
1979,707,2723,3773,NV
1980,74775,44227,125644,NY
1981,4473,11712,17111,NY
1982,318403,34424,358857,NY
1983,35212,38077,77657,NY
1984,8717,18668,28961,NY
1985,12202,16194,30124,NY
1986,17281,29418,49381,NY
1987,12394,19025,33195,NY
1988,5943,11024,18113,NY
1989,13446,13181,28378,NY
1990,13123,12756,27255,NY
1991,7976,9207,18424,NY
1992,5825,11012,17778,NY
1993,56874,58163,120199,NY
1994,192065,173817,383248,NY
1995,6760,7275,15079,NY
1996,6517,7636,15148,NY
1997,5805,12759,19563,NY
1998,6946,15986,24463,NY
1999,6370,11546,18869,NY
2000,752,1795,2688,NY
2001,7289,15664,24261,NY
2002,12289,19947,34263,NY
2003,595086,133653,746295,NY
2004,2828,6916,10312,NY
2005,10478,19211,31363,NY
2006,10548,14901,27392,NY
2007,174063,128871,320164,NY
2008,5961,10579,17438,NY
2009,307326,275479,599649,NY
2010,515481,58935,591368,NY
2011,32888,49223,86000,NY
2012,30749,48490,83876,NY
2013,102915,78277,191962,NY
2014,20233,24343,47664,NY
2015,63037,72129,140753,NY
2016,4327,11582,16722,NY
2017,15614,25870,44122,NY
2018,9285,12284,23024,NY
2019,17363,25241,44186,NY
2020,473389,138550,627021,NY
2021,30039,31933,65991,NY
2022,67561,95612,167209,NY
2023,63454,57148,123943,NY
2024,46546,51088,104089,NY
2025,30870,27268,61629,NY
2026,3777,8173,12673,NY
2027,2761,5179,8423,NY
2028,5175,6719,12727,NY
2029,14659,18450,35154,NY
2030,11215,25091,38373,NY
2031,276953,328403,625720,NY
2032,10983,14626,26509,NY
2033,6852,12528,20556,NY
2034,25555,9647,37747,NY
2035,40010,32962,77134,NY
2036,11366,14284,27568,NY
2037,8238,12770,22401,NY
2038,12378,21935,36598,NY
2039,245670,121643,378506,NY
2040,3585,11884,16280,NY
2041,3219,5180,8975,NY
2042,2293,8445,11063,OH
2043,12815,29858,44636,OH
2044,5659,17169,24074,OH
2045,15191,22755,39809,OH
2046,15552,10816,27941,OH
2047,3825,18130,22860,OH
2048,8652,20729,30537,OH
2049,4270,14257,19139,OH
2050,56700,104441,168422,OH
2051,3124,9067,12807,OH
2052,4488,12314,17597,OH
2053,22666,34311,59620,OH
2054,26096,65960,96455,OH
2055,3943,13466,18100,OH
2056,12273,31086,45261,OH
2057,3908,10381,14961,OH
2058,4518,13265,18702,OH
2059,383974,179894,583230,OH
2060,4395,19698,25000,OH
2061,5282,11478,17795,OH
2062,39584,55660,100101,OH
2063,15692,19301,36730,OH
2064,24150,43163,70542,OH
2065,2672,7763,10817,OH
2066,335961,192328,554711,OH
2067,5981,13419,20693,OH
2068,2564,9567,12588,OH
2069,17165,29577,48736,OH
2070,28023,47506,79633,OH
2071,4286,11164,16156,OH
2072,207587,169972,395000,OH
2073,9419,23777,35216,OH
2074,2870,8541,12014,OH
2075,1663,5021,6956,OH
2076,3690,9136,13671,OH
2077,3436,13005,17048,OH
2078,3713,8282,12513,OH
2079,1766,8578,10823,OH
2080,7080,15930,24332,OH
2081,3142,9618,13239,OH
2082,9483,20668,31346,OH
2083,7959,18563,27768,OH
2084,45056,62627,112790,OH
2085,6849,18240,25949,OH
2086,26360,49346,79399,OH
2087,4537,15586,21007,OH
2088,64958,65346,136654,OH
2089,107363,74102,191684,OH
2090,4662,11319,16754,OH
2091,56188,52808,112827,OH
2092,7748,16563,25648,OH
2093,31582,53811,89360,OH
2094,2157,6869,9410,OH
2095,3335,17200,21315,OH
2096,12832,36311,51467,OH
2097,1647,4781,6686,OH
2098,117661,120766,249560,OH
2099,1711,4315,6290,OH
2100,3711,11722,16186,OH
2101,10926,23588,36217,OH
2102,1201,4441,5875,OH
2103,8136,12389,21742,OH
2104,2068,6359,8842,OH
2105,4072,9978,14647,OH
2106,6325,16482,23814,OH
2107,3443,7669,11513,OH
2108,31463,38978,73968,OH
2109,4323,15376,20475,OH
2110,2874,14704,18387,OH
2111,15629,35805,53739,OH
2112,9905,17833,28955,OH
2113,9733,16045,27491,OH
2114,8841,19742,29618,OH
2115,7237,14559,23481,OH
2116,4143,18148,23110,OH
2117,66581,96345,170868,OH
2118,129922,109531,249937,OH
2119,42130,48152,94073,OH
2120,11895,26105,40088,OH
2121,7530,17601,26533,OH
2122,2667,10328,13584,OH
2123,1332,3799,5393,OH
2124,33036,75947,114254,OH
2125,7841,19901,28992,OH
2126,14670,31622,48550,OH
2127,4287,11706,16938,OH
2128,26440,31734,62287,OH
2129,2484,7346,10396,OH
2130,1374,4753,6468,OK
2131,216,1931,2256,OK
2132,795,4068,5002,OK
2133,176,1987,2237,OK
2134,958,6287,7529,OK
2135,711,2884,3793,OK
2136,2793,10449,13775,OK
2137,2418,6473,9336,OK
2138,11666,39969,55250,OK
2139,4002,13751,18533,OK
2140,5455,9992,16487,OK
2141,1064,4202,5419,OK
2142,70,962,1077,OK
2143,38790,62469,109326,OK
2144,411,1892,2393,OK
2145,11439,19153,32504,OK
2146,424,2054,2602,OK
2147,1249,4279,5778,OK
2148,5834,21539,28786,OK
2149,2102,7818,10531,OK
2150,3306,11796,15680,OK
2151,222,1964,2246,OK
2152,155,1610,1826,OK
2153,4391,15998,21692,OK
2154,1852,8243,10531,OK
2155,3878,17293,22257,OK
2156,287,1827,2200,OK
2157,323,1482,1896,OK
2158,224,714,975,OK
2159,131,1307,1485,OK
2160,882,3697,4734,OK
2161,961,3387,4525,OK
2162,1473,5969,7806,OK
2163,365,1905,2345,OK
2164,782,3081,4001,OK
2165,3734,12168,16795,OK
2166,783,5151,6123,OK
2167,766,2593,3489,OK
2168,797,3094,4050,OK
2169,3245,13346,17199,OK
2170,2423,10838,14001,OK
2171,4239,13613,18948,OK
2172,735,2920,3787,OK
2173,310,2940,3399,OK
2174,1095,4202,5487,OK
2175,3423,11550,15712,OK
2176,2893,13151,16839,OK
2177,1799,8642,10709,OK
2178,2122,5501,7958,OK
2179,1086,4173,5525,OK
2180,7969,15029,24193,OK
2181,901,3707,4870,OK
2182,742,3321,4237,OK
2183,943,2791,3933,OK
2184,112661,141429,273609,OK
2185,4379,8926,13924,OK
2186,5593,12559,18942,OK
2187,2584,7627,10686,OK
2188,1341,4716,6346,OK
2189,8785,16644,27749,OK
2190,3704,12740,17250,OK
2191,3633,10420,14814,OK
2192,6005,17826,25417,OK
2193,748,3581,4483,OK
2194,151,1546,1758,OK
2195,7895,30893,40834,OK
2196,2067,5612,8032,OK
2197,3061,10888,14437,OK
2198,3084,14166,17886,OK
2199,855,4615,5771,OK
2200,657,1944,2706,OK
2201,87663,143985,246557,OK
2202,6711,22967,31246,OK
2203,5047,15810,22208,OK
2204,588,3851,4628,OK
2205,521,2945,3665,OK
2206,871,6329,7573,OK
2207,1781,6160,8479,OR
2208,28431,13030,45577,OR
2209,90187,79062,182136,OR
2210,8899,7794,18158,OR
2211,9959,12967,25077,OR
2212,10355,17699,30181,OR
2213,2591,8388,11638,OR
2214,4253,7157,12163,OR
2215,40222,43667,90584,OR
2216,13891,34112,51350,OR
2217,221,632,937,OR
2218,732,3187,4171,OR
2219,682,2904,3850,OR
2220,6359,3223,10383,OR
2221,43550,53083,103789,OR
2222,2892,5337,8874,OR
2223,13223,26582,42613,OR
2224,7080,20170,29240,OR
2225,628,3001,3814,OR
2226,100497,66218,181072,OR
2227,12300,9901,24035,OR
2228,17456,32683,54724,OR
2229,2213,7141,9950,OR
2230,48803,54336,110804,OR
2231,1004,2698,3989,OR
2232,271754,63055,357762,OR
2233,15741,18333,37030,OR
2234,202,726,983,OR
2235,5701,6486,13261,OR
2236,7466,16775,26116,OR
2237,3221,8378,12465,OR
2238,1097,2825,4177,OR
2239,4634,5721,11251,OR
2240,137818,75903,232034,OR
2241,153,583,792,OR
2242,18635,22589,45116,OR
2243,14077,31249,47138,PA
2244,363017,257488,643173,PA
2245,6849,22676,30446,PA
2246,30225,46081,79036,PA
2247,3613,19455,23504,PA
2248,75169,93094,175934,PA
2249,13093,37224,52029,PA
2250,6263,17957,25399,PA
2251,165861,163873,342572,PA
2252,26834,61388,92027,PA
2253,17798,40510,60167,PA
2254,469,1495,2024,PA
2255,8917,18714,28721,PA
2256,36555,35099,75394,PA
2257,140188,115582,266637,PA
2258,4256,12545,17481,PA
2259,7700,23909,32692,PA
2260,4533,9701,14839,PA
2261,8502,17387,27127,PA
2262,10215,23912,35563,PA
2263,44282,65649,115068,PA
2264,64287,60620,130160,PA
2265,169169,106559,284832,PA
2266,3637,9704,13854,PA
2267,54820,57168,117240,PA
2268,17826,34388,53426,PA
2269,626,1680,2398,PA
2270,17322,49554,69345,PA
2271,904,5676,6743,PA
2272,4157,10394,14955,PA
2273,4487,14369,19496,PA
2274,11468,24920,37728,PA
2275,3437,14533,18551,PA
2276,1810,8234,10402,PA
2277,51593,48102,102740,PA
2278,90066,137145,239151,PA
2279,13933,25323,40555,PA
2280,17860,38804,58906,PA
2281,77087,70285,153031,PA
2282,51454,77508,132731,PA
2283,12926,35475,50294,PA
2284,3802,11159,15572,PA
2285,17631,30034,49594,PA
2286,3563,14050,18239,PA
2287,31930,31706,65944,PA
2288,251063,160803,427489,PA
2289,2851,5274,8535,PA
2290,65936,71384,142775,PA
2291,9184,24418,34971,PA
2292,4630,15613,21153,PA
2293,560542,105418,680227,PA
2294,9247,16035,26066,PA
2295,1300,6247,7777,PA
2296,16724,43937,62750,PA
2297,3991,11710,16333,PA
2298,7367,27347,35730,PA
2299,756,2318,3168,PA
2300,5065,13295,19200,PA
2301,3642,12928,17334,PA
2302,6138,10605,17400,PA
2303,5889,15254,22096,PA
2304,4828,12032,17624,PA
2305,34436,58941,96945,PA
2306,6398,15269,22365,PA
2307,59506,116427,181740,PA
2308,3573,8375,12418,PA
2309,67428,126933,203153,PA
2310,14532,8910,24691,RI
2311,37582,38141,79691,RI
2312,22680,14975,39761,RI
2313,141597,90321,241818,RI
2314,33511,27074,64160,RI
2315,3712,6742,10724,SC
2316,25426,45981,74773,SC
2317,2722,788,3578,SC
2318,21040,56109,80296,SC
2319,3886,2197,6195,SC
2320,4395,4888,9479,SC
2321,29577,39986,72770,SC
2322,30492,44223,78919,SC
2323,3569,3785,7553,SC
2324,89048,75233,175850,SC
2325,6089,15165,21754,SC
2326,6582,7272,14202,SC
2327,7125,9576,17128,SC
2328,7635,7246,15156,SC
2329,7616,9083,17231,SC
2330,13866,14973,29636,SC
2331,5832,5637,11696,SC
2332,24010,34932,62463,SC
2333,4491,6842,11644,SC
2334,6936,4024,11252,SC
2335,26630,29498,57770,SC
2336,13234,17334,31519,SC
2337,73338,125595,211572,SC
2338,10633,16881,28600,SC
2339,5163,3483,8794,SC
2340,36731,83819,124503,SC
2341,7789,6100,14216,SC
2342,10293,17464,28875,SC
2343,13718,23598,38717,SC
2344,8845,16770,26474,SC
2345,5170,2789,8110,SC
2346,35143,79866,121829,SC
2347,8522,5434,14217,SC
2348,5928,4257,10353,SC
2349,2479,2651,5215,SC
2350,6212,10011,16795,SC
2351,7979,24096,33530,SC
2352,26258,11909,38824,SC
2353,10327,36096,48871,SC
2354,108401,52753,169400,SC
2355,2809,5525,8559,SC
2356,39888,76101,120793,SC
2357,24024,18733,44048,SC
2358,4727,7058,12087,SC
2359,9949,4863,15049,SC
2360,41230,66245,113425,SC
2361,340,974,1407,SD
2362,1912,4455,6772,SD
2363,412,666,1149,SD
2364,704,2105,2974,SD
2365,4879,6748,12680,SD
2366,5452,9613,16113,SD
2367,571,1565,2288,SD
2368,296,171,490,SD
2369,693,3355,4346,SD
2370,105,704,831,SD
2371,935,2382,3433,SD
2372,398,1139,1657,SD
2373,2608,2109,5069,SD
2374,3174,7764,11669,SD
2375,535,588,1175,SD
2376,1120,3290,4716,SD
2377,2355,5157,7952,SD
2378,974,1627,2747,SD
2379,570,1366,2080,SD
2380,887,723,1707,SD
2381,214,1338,1605,SD
2382,380,1433,1918,SD
2383,821,2511,3563,SD
2384,204,858,1118,SD
2385,970,2381,3562,SD
2386,391,1600,2091,SD
2387,77,936,1044,SD
2388,555,2051,2762,SD
2389,334,1391,1818,SD
2390,424,1497,2006,SD
2391,38,694,769,SD
2392,2449,5174,8173,SD
2393,692,2517,3365,SD
2394,125,543,690,SD
2395,323,722,1095,SD
2396,264,648,967,SD
2397,69,450,558,SD
2398,703,1680,2551,SD
2399,2314,4038,6786,SD
2400,3356,7411,11842,SD
2401,8076,15499,25231,SD
2402,369,977,1421,SD
2403,754,1056,1947,SD
2404,623,1794,2587,SD
2405,192,892,1137,SD
2406,2223,8441,11621,SD
2407,238,402,683,SD
2408,281,706,1064,SD
2409,30610,42043,78263,SD
2410,1042,1729,2930,SD
2411,2504,241,2896,SD
2412,14074,29804,47741,SD
2413,188,1333,1606,SD
2414,215,1069,1335,SD
2415,1539,2142,3886,SD
2416,241,819,1123,SD
2417,919,1854,2951,SD
2418,329,1148,1567,SD
2419,137,679,861,SD
2420,1505,487,2125,SD
2421,462,2069,2630,SD
2422,961,2937,4150,SD
2423,2227,5288,7895,SD
2424,457,1896,2477,SD
2425,3301,5654,9616,SD
2426,352,368,766,SD
2427,9010,19201,29723,TN
2428,3384,11455,15300,TN
2429,1474,4715,6322,TN
2430,896,3621,4650,TN
2431,12085,37385,51849,TN
2432,7070,29761,38392,TN
2433,2248,9860,12504,TN
2434,1126,4006,5299,TN
2435,2323,7731,10333,TN
2436,3453,16897,20993,TN
2437,3877,11295,15823,TN
2438,902,3827,4850,TN
2439,1831,8589,10706,TN
2440,707,2140,2919,TN
2441,1980,9791,12108,TN
2442,4741,14409,19895,TN
2443,1302,3977,5386,TN
2444,5202,20410,26298,TN
2445,148473,84365,246199,TN
2446,894,3580,4577,TN
2447,1566,5164,6940,TN
2448,4718,13213,18619,TN
2449,2815,10175,13290,TN
2450,5865,13046,19306,TN
2451,1100,6032,7311,TN
2452,4372,11526,16363,TN
2453,5255,13779,19484,TN
2454,2915,7964,11120,TN
2455,1154,6618,7985,TN
2456,4211,18538,23491,TN
2457,998,3626,4750,TN
2458,4075,15839,20579,TN
2459,55260,78661,141088,TN
2460,322,1842,2229,TN
2461,4174,4912,9242,TN
2462,1622,8012,9949,TN
2463,3502,16611,20694,TN
2464,3704,3010,6824,TN
2465,1796,8118,10172,TN
2466,3061,9483,12887,TN
2467,1823,5685,7762,TN
2468,865,2180,3165,TN
2469,1967,4928,7139,TN
2470,1129,3229,4447,TN
2471,3490,14760,18994,TN
2472,988,5400,6556,TN
2473,62861,105724,179266,TN
2474,577,1357,1970,TN
2475,3656,4884,8678,TN
2476,2821,12419,15658,TN
2477,890,3579,4601,TN
2478,2550,10375,13270,TN
2479,4916,17588,23304,TN
2480,1071,6260,7490,TN
2481,15438,21321,37764,TN
2482,2829,7680,10832,TN
2483,2848,8167,11402,TN
2484,10026,23781,35068,TN
2485,3507,14673,18694,TN
2486,1847,7839,10035,TN
2487,856,3337,4311,TN
2488,3184,13361,17050,TN
2489,21686,32320,57278,TN
2490,496,2325,2926,TN
2491,1053,5429,6664,TN
2492,2425,9525,12223,TN
2493,1943,6055,8195,TN
2494,597,2167,2855,TN
2495,536,2019,2609,TN
2496,1252,5097,6520,TN
2497,6847,18981,26958,TN
2498,1942,8650,10946,TN
2499,4833,15863,21580,TN
2500,6634,19393,27042,TN
2501,36627,64428,106518,TN
2502,934,6044,7123,TN
2503,1051,4434,5667,TN
2504,6293,28610,36180,TN
2505,206640,114948,331861,TN
2506,1688,5485,7410,TN
2507,1222,3864,5283,TN
2508,11910,45577,59860,TN
2509,18153,50105,71080,TN
2510,5779,16893,23372,TN
2511,943,2099,3142,TN
2512,1260,5666,7166,TN
2513,1010,5024,6204,TN
2514,539,1820,2417,TN
2515,3535,9535,13565,TN
2516,13003,34179,49411,TN
2517,717,5034,5842,TN
2518,2770,9001,12127,TN
2519,1842,7657,9776,TN
2520,30992,68160,104700,TN
2521,14356,39304,56286,TN
2522,3358,13165,16887,TX
2523,836,3925,4926,TX
2524,7538,21666,29870,TX
2525,2458,7730,10467,TX
2526,394,3785,4269,TX
2527,70,924,1017,TX
2528,4635,8598,13605,TX
2529,2319,9637,12255,TX
2530,397,1343,1784,TX
2531,1726,8159,10213,TX
2532,10555,16314,28250,TX
2533,191,1267,1492,TX
2534,3443,4743,8458,TX
2535,37608,51780,93999,TX
2536,319191,240161,586038,TX
2537,1244,4212,5669,TX
2538,31,330,365,TX
2539,1277,6325,7797,TX
2540,8831,24913,34470,TX
2541,43075,72653,120296,TX
2542,23041,38662,66036,TX
2543,1869,2073,4226,TX
2544,91,625,734,TX
2545,1937,613,2596,TX
2546,1621,12010,13949,TX
2547,1491,5316,6945,TX
2548,3785,14595,19046,TX
2549,4663,6516,11709,TX
2550,2118,4638,6957,TX
2551,568,4858,5556,TX
2552,59319,29432,91804,TX
2553,1260,3201,4542,TX
2554,249,2617,2945,TX
2555,2250,9182,11606,TX
2556,526,1413,1996,TX
2557,2939,13278,16661,TX
2558,3466,12896,16701,TX
2559,253,1802,2084,TX
2560,536,4376,5011,TX
2561,190,679,901,TX
2562,140,1265,1423,TX
2563,387,3177,3635,TX
2564,139837,200395,356545,TX
2565,145,983,1154,TX
2566,1977,6323,8480,TX
2567,14166,44996,61567,TX
2568,788,4300,5208,TX
2569,148,885,1067,TX
2570,2345,13174,15894,TX
2571,5057,12212,18127,TX
2572,84,486,583,TX
2573,299,1047,1381,TX
2574,372,980,1395,TX
2575,468,1180,1712,TX
2576,454,280,762,TX
2577,222,1258,1535,TX
2578,458845,261865,750649,TX
2579,835,2636,3562,TX
2580,1185,2911,4201,TX
2581,400,1836,2279,TX
2582,110000,169175,293287,TX
2583,1161,5510,6822,TX
2584,128,755,909,TX
2585,2173,974,3225,TX
2586,190,1225,1460,TX
2587,2783,1316,4159,TX
2588,776,6008,6935,TX
2589,10225,24976,36373,TX
2590,302,741,1065,TX
2591,16197,44807,63064,TX
2592,145509,54567,210458,TX
2593,2159,11205,13810,TX
2594,1682,3438,5232,TX
2595,2123,9536,11972,TX
2596,2127,8648,11029,TX
2597,403,1265,1722,TX
2598,435,1473,1958,TX
2599,113,383,511,TX
2600,134475,117212,260367,TX
2601,665,3583,4356,TX
2602,1461,5995,7608,TX
2603,1401,1232,2683,TX
2604,597,3907,4609,TX
2605,45503,73566,123994,TX
2606,224,1223,1475,TX
2607,2286,10445,13123,TX
2608,34,553,602,TX
2609,973,2618,3713,TX
2610,1567,4580,6304,TX
2611,699,6495,7360,TX
2612,10276,35274,47068,TX
2613,11623,28693,41365,TX
2614,2194,7065,9528,TX
2615,18308,36495,57220,TX
2616,2090,6347,8802,TX
2617,164,891,1089,TX
2618,479,3056,3609,TX
2619,171,1730,1947,TX
2620,249,1207,1511,TX
2621,2779,19600,22768,TX
2622,706471,544960,1302887,TX
2623,7130,18712,26364,TX
2624,172,1727,1945,TX
2625,314,1403,1765,TX
2626,33117,33730,71524,TX
2627,181,1460,1687,TX
2628,5649,23574,29855,TX
2629,118739,48608,172990,TX
2630,2535,10075,12906,TX
2631,1257,5793,7282,TX
2632,4001,21367,26120,TX
2633,2508,10704,13476,TX
2634,1978,6205,8302,TX
2635,1768,6635,8692,TX
2636,324,503,871,TX
2637,6301,23866,31185,TX
2638,854,7039,8126,TX
2639,90,660,760,TX
2640,314,2973,3339,TX
2641,904,4266,5275,TX
2642,2582,10578,13351,TX
2643,422,694,1175,TX
2644,42404,42828,87363,TX
2645,1635,430,2119,TX
2646,6688,5411,12346,TX
2647,10976,44370,57270,TX
2648,935,4815,5932,TX
2649,1144,2959,4185,TX
2650,10265,29537,40979,TX
2651,3633,15663,19936,TX
2652,99,84,186,TX
2653,59,360,433,TX
2654,4665,17658,23090,TX
2655,206,1697,1945,TX
2656,5,149,159,TX
2657,457,936,1424,TX
2658,4713,4364,9483,TX
2659,247,1078,1358,TX
2660,3579,14546,18537,TX
2661,770,3040,3905,TX
2662,1479,6371,8149,TX
2663,1125,870,2049,TX
2664,1170,7339,8633,TX
2665,1372,4996,6522,TX
2666,909,6391,7407,TX
2667,4851,18856,24155,TX
2668,1748,5747,7648,TX
2669,135,1159,1322,TX
2670,739,3450,4267,TX
2671,1825,8283,10377,TX
2672,4,57,64,TX
2673,27956,65566,98060,TX
2674,403,1546,1997,TX
2675,881,3349,4283,TX
2676,1156,2968,4206,TX
2677,266,1453,1755,TX
2678,353,1656,2053,TX
2679,3357,8147,11779,TX
2680,10397,2816,13588,TX
2681,480,2546,3086,TX
2682,27046,48245,78255,TX
2683,40,454,497,TX
2684,4624,12054,17187,TX
2685,153,681,860,TX
2686,9993,36896,48753,TX
2687,2042,6340,8607,TX
2688,242,1949,2238,TX
2689,353,1780,2190,TX
2690,885,7526,8604,TX
2691,45744,150188,203083,TX
2692,1096,3974,5262,TX
2693,1425,3443,4964,TX
2694,40,571,620,TX
2695,6822,14751,22430,TX
2696,3998,11984,16382,TX
2697,978,2961,4010,TX
2698,1029,3551,4744,TX
2699,49102,50704,103958,TX
2700,274,2628,2981,TX
2701,78,850,945,TX
2702,5716,25385,31761,TX
2703,1700,8222,10175,TX
2704,1835,8445,10413,TX
2705,8329,46433,56413,TX
2706,848,1911,2818,TX
2707,1551,2463,4167,TX
2708,7123,26587,34444,TX
2709,7620,19499,28330,TX
2710,1458,652,2203,TX
2711,619,3919,4630,TX
2712,8340,43379,53813,TX
2713,167,709,900,TX
2714,262,1382,1678,TX
2715,1148,3924,5147,TX
2716,1659,1417,3184,TX
2717,1034,1830,2945,TX
2718,20,524,550,TX
2719,2203,4665,7010,TX
2720,9633,28396,39529,TX
2721,452,3241,3765,TX
2722,3935,14675,18994,TX
2723,614,3992,4642,TX
2724,907,2620,3563,TX
2725,2034,8050,10305,TX
2726,7825,13004,21513,TX
2727,293,2025,2354,TX
2728,209,819,1054,TX
2729,733,4403,5261,TX
2730,103,1378,1502,TX
2731,1757,7171,9072,TX
2732,96,807,933,TX
2733,22128,58631,83161,TX
2734,540,3206,3876,TX
2735,9246,2218,11691,TX
2736,348,3033,3453,TX
2737,70,549,633,TX
2738,135,555,701,TX
2739,313,1075,1415,TX
2740,462,1671,2190,TX
2741,288001,345683,662832,TX
2742,10047,33172,45266,TX
2743,140,287,437,TX
2744,424,1295,1763,TX
2745,84,715,808,TX
2746,2538,6405,9176,TX
2747,9117,27376,38104,TX
2748,306475,126750,462511,TX
2749,1154,4737,5982,TX
2750,1243,6601,7969,TX
2751,2378,13198,15918,TX
2752,284,961,1296,TX
2753,3863,4828,8936,TX
2754,6920,5856,13476,TX
2755,2792,18436,21689,TX
2756,8843,21253,31032,TX
2757,6085,12878,19683,TX
2758,5744,10525,16715,TX
2759,780,2541,3413,TX
2760,3381,10944,14747,TX
2761,42297,12946,56867,TX
2762,4238,10149,14707,TX
2763,194,2087,2306,TX
2764,8752,27609,37913,TX
2765,807,3166,4101,TX
2766,3416,1541,5082,TX
2767,84252,104029,200524,TX
2768,4790,13991,19255,TX
2769,420,1403,1873,TX
2770,3412,20655,24661,TX
2771,2624,15681,18646,TX
2772,426,1797,2299,TX
2773,873,6587,7658,TX
2774,2056,1028,3134,TX
2775,2633,692,3390,TX
2776,264,1838,2490,UT
2777,1814,10324,16548,UT
2778,6705,16643,35879,UT
2779,1696,5182,7818,UT
2780,76,327,465,UT
2781,22575,46985,104661,UT
2782,500,5505,6932,UT
2783,379,3402,4263,UT
2784,352,1577,2294,UT
2785,1932,1934,4456,UT
2786,2104,10025,15354,UT
2787,436,2759,4076,UT
2788,739,2248,3482,UT
2789,431,3860,5234,UT
2790,572,3156,5136,UT
2791,31,537,617,UT
2792,104,786,1096,UT
2793,154831,117901,361347,UT
2794,1997,2635,5385,UT
2795,1026,6436,9778,UT
2796,673,6455,8308,UT
2797,10251,7160,20133,UT
2798,4015,9693,18905,UT
2799,1002,9876,12883,UT
2800,24579,89755,174942,UT
2801,3063,6115,12120,UT
2802,9583,39566,57494,UT
2803,271,959,1410,UT
2804,22187,38447,81451,UT
2805,6737,8582,15755,VA
2806,33297,19232,56134,VA
2807,57147,13241,74384,VA
2808,2165,4873,7306,VA
2809,2150,4704,7035,VA
2810,4986,9643,15164,VA
2811,2023,5714,7954,VA
2812,91879,20155,119344,VA
2813,8108,26152,36661,VA
2814,603,1548,2243,VA
2815,9733,30578,42186,VA
2816,453,2572,3124,VA
2817,4492,13369,18641,VA
2818,1832,4884,6966,VA
2819,4473,3045,7645,VA
2820,1721,7292,9220,VA
2821,3128,3969,7284,VA
2822,693,1432,2395,VA
2823,6597,19442,27218,VA
2824,6425,7143,14189,VA
2825,2557,10653,13587,VA
2826,2244,1381,3745,VA
2827,2153,3479,5792,VA
2828,17865,2951,22211,VA
2829,52554,53988,111827,VA
2830,80993,84938,175288,VA
2831,3047,4657,8131,VA
2832,2367,5681,8427,VA
2833,914,1349,2369,VA
2834,541,2139,2784,VA
2835,7744,13341,22087,VA
2836,2032,2693,4875,VA
2837,11051,7306,18862,VA
2838,1335,4932,6405,VA
2839,5765,7447,13533,VA
2840,1531,792,2367,VA
2841,2541,2657,5354,VA
2842,354485,157837,542858,VA
2843,7363,3695,11854,VA
2844,5810,1323,7667,VA
2845,12960,22110,37124,VA
2846,2300,5289,7972,VA
2847,5751,7018,13492,VA
2848,7254,18560,26805,VA
2849,2516,1421,4040,VA
2850,11920,26069,40133,VA
2851,6690,3731,11135,VA
2852,680,1603,2363,VA
2853,1949,5930,8196,VA
2854,5399,13087,19524,VA
2855,4884,8374,13930,VA
2856,1407,5593,7258,VA
2857,2923,5943,9503,VA
2858,2558,1737,4363,VA
2859,6890,9698,16946,VA
2860,41030,17802,61489,VA
2861,19360,39592,62313,VA
2862,10100,6232,17693,VA
2863,93615,59674,161966,VA
2864,8199,15207,24029,VA
2865,371,958,1391,VA
2866,4722,3885,8968,VA
2867,7673,11971,20481,VA
2868,19091,21284,42737,VA
2869,1451,2059,3615,VA
2870,4002,7338,11967,VA
2871,2752,5963,9088,VA
2872,2862,3520,6599,VA
2873,1627,7542,9353,VA
2874,1514,766,2448,VA
2875,99909,69633,180265,VA
2876,6208,10507,17507,VA
2877,2226,3206,5577,VA
2878,14787,17979,35349,VA
2879,2202,4418,6934,VA
2880,8395,5934,15210,VA
2881,3218,1732,5214,VA
2882,3531,2149,5873,VA
2883,1563,3515,5292,VA
2884,6571,8283,15177,VA
2885,2107,3668,5994,VA
2886,20015,19455,42695,VA
2887,3677,4150,8247,VA
2888,3545,8117,12163,VA
2889,40997,23650,68432,VA
2890,51429,19875,75172,VA
2891,3255,2686,6134,VA
2892,2830,5089,8176,VA
2893,383,1021,1456,VA
2894,2829,3712,6717,VA
2895,5955,10511,17157,VA
2896,2514,7824,10663,VA
2897,1768,6454,8489,VA
2898,12005,1448,13717,VA
2899,9195,21742,31687,VA
2900,1599,5089,7114,VA
2901,28462,12773,43000,VA
2902,4057,11875,16794,VA
2903,4590,4099,9113,VA
2904,6419,9157,16140,VA
2905,83093,54065,144854,VA
2906,4170,10314,15112,VA
